0, 0.118, 0.266
1, 0.119, 0.271
2, 0.119, 0.271
3, 0.120, 0.271
4, 0.120, 0.271
5, 0.120, 0.271
6, 0.120, 0.271
7, 0.120, 0.269
8, 0.121, 0.271
9, 0.121, 0.269
10, 0.122, 0.271
11, 0.123, 0.271
12, 0.123, 0.271
13, 0.124, 0.271
14, 0.125, 0.271
15, 0.126, 0.271
16, 0.127, 0.271
17, 0.128, 0.271
18, 0.129, 0.271
19, 0.130, 0.271
20, 0.131, 0.273
21, 0.132, 0.273
22, 0.133, 0.273
23, 0.134, 0.273
24, 0.135, 0.273
25, 0.136, 0.273
26, 0.137, 0.273
27, 0.138, 0.273
28, 0.139, 0.273
29, 0.140, 0.273
30, 0.141, 0.273
31, 0.142, 0.273
32, 0.143, 0.275
33, 0.144, 0.278
34, 0.145, 0.278
35, 0.146, 0.278
36, 0.147, 0.278
37, 0.147, 0.275
38, 0.148, 0.280
39, 0.149, 0.282
40, 0.150, 0.282
41, 0.151, 0.282
42, 0.152, 0.282
43, 0.153, 0.282
44, 0.154, 0.282
45, 0.154, 0.282
46, 0.155, 0.282
47, 0.156, 0.285
48, 0.157, 0.285
49, 0.158, 0.285
50, 0.159, 0.285
51, 0.160, 0.285
52, 0.161, 0.285
53, 0.162, 0.285
54, 0.163, 0.287
55, 0.164, 0.287
56, 0.164, 0.287
57, 0.165, 0.285
58, 0.166, 0.285
59, 0.166, 0.287
60, 0.167, 0.287
61, 0.168, 0.289
62, 0.169, 0.292
63, 0.170, 0.292
64, 0.171, 0.289
65, 0.172, 0.289
66, 0.172, 0.289
67, 0.173, 0.289
68, 0.174, 0.289
69, 0.175, 0.289
70, 0.176, 0.289
71, 0.177, 0.289
72, 0.178, 0.289
73, 0.179, 0.289
74, 0.180, 0.292
75, 0.181, 0.292
76, 0.182, 0.292
77, 0.183, 0.292
78, 0.184, 0.292
79, 0.186, 0.292
80, 0.186, 0.292
81, 0.187, 0.292
82, 0.188, 0.292
83, 0.189, 0.292
84, 0.190, 0.292
85, 0.191, 0.292
86, 0.192, 0.299
87, 0.193, 0.301
88, 0.193, 0.301
89, 0.194, 0.301
90, 0.194, 0.301
91, 0.195, 0.301
92, 0.195, 0.301
93, 0.196, 0.301
94, 0.196, 0.301
95, 0.197, 0.303
96, 0.198, 0.303
97, 0.198, 0.303
98, 0.199, 0.303
99, 0.200, 0.303
100, 0.201, 0.303
101, 0.201, 0.303
102, 0.201, 0.303
103, 0.201, 0.306
104, 0.200, 0.306
105, 0.200, 0.306
106, 0.199, 0.306
107, 0.199, 0.306
108, 0.198, 0.306
109, 0.198, 0.306
110, 0.198, 0.306
111, 0.198, 0.306
112, 0.198, 0.306
113, 0.198, 0.306
114, 0.199, 0.306
115, 0.199, 0.306
116, 0.199, 0.308
117, 0.199, 0.308
118, 0.199, 0.308
119, 0.200, 0.306
120, 0.200, 0.310
121, 0.200, 0.310
122, 0.201, 0.310
123, 0.201, 0.310
124, 0.201, 0.310
125, 0.202, 0.310
