epoch,steps,training step,training data,training loss,training prec1,training prec5,training error1,training error5,validation step,validation data,validation loss,validation prec1,validation prec5,validation error1,validation error5
65,83590,0.12037929146323197,0.00109320906791865,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05032786911010742,0.00262308967590332,,0.1,0.5,99.9,99.5
66,84876,0.1167660964592063,0.0008036719510566391,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.051308338470458986,0.002600740966796875,,0.1,0.5,99.9,99.5
67,86162,0.11994711088355556,0.0008291877446982946,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05101551544189453,0.002696008071899414,,0.1,0.5,99.9,99.5
68,87448,0.11570432972203518,0.0007790705278909781,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.04969948745727539,0.0023980938720703127,,0.1,0.5,99.9,99.5
69,88734,0.11607964450426829,0.000827949117538903,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05045032287597656,0.0027055381774902343,,0.1,0.5,99.9,99.5
70,90020,0.11762997521953672,0.0007690315483888237,,0.8991057542768274,4.621889580093312,99.10089424572317,95.37811041990669,0.05035824577331543,0.00243022705078125,,0.1,0.5,99.9,99.5
71,91306,0.1156780213627437,0.0008464450969666382,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05043476676940918,0.002552639083862305,,0.1,0.5,99.9,99.5
72,92592,0.11708635953870569,0.000825749214848686,,0.8991057542768274,4.621889580093312,99.10089424572317,95.37811041990669,0.04952262344360352,0.0025328655242919922,,0.1,0.5,99.9,99.5
73,93878,0.1195828859023692,0.0009578616585738922,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.0535334098815918,0.0028211397552490233,,0.1,0.5,99.9,99.5
74,95164,0.11863195562436829,0.0008559299293980813,,0.8991057542768274,4.621889580093312,99.10089424572317,95.37811041990669,0.05201393585205078,0.002630768356323242,,0.1,0.5,99.9,99.5
75,96450,0.12216915331583927,0.0008869690249904319,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05302833511352539,0.002756235580444336,,0.1,0.5,99.9,99.5
76,97736,0.12513767894282127,0.0009351533085895734,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05329772155761719,0.003128569107055664,,0.1,0.5,99.9,99.5
77,99022,0.11640340099067747,0.0008893856549893345,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.051445016555786136,0.0023993573760986327,,0.1,0.5,99.9,99.5
78,100308,0.11906395377489865,0.000900108743789222,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05321251014709473,0.0025914267730712892,,0.1,0.5,99.9,99.5
79,101594,0.12272248168013886,0.0008439982475055321,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05333001365661621,0.0027406282043457033,,0.1,0.5,99.9,99.5
80,102880,0.12062016356603168,0.0008281612099607477,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.05027935302734375,0.0024447872161865235,,0.1,0.5,99.9,99.5
81,104166,0.11636181140947119,0.0008393670685739947,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.048180236053466795,0.0023524737548828124,,0.1,0.5,99.9,99.5
82,105452,0.11561772908615658,0.000870146425107775,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.049615540084838865,0.0023616189575195313,,0.1,0.5,99.9,99.5
83,106738,0.11670264856626235,0.0008013228050101415,,0.8942457231726283,4.621889580093312,99.10575427682737,95.37811041990669,0.05148021530151367,0.002537301788330078,,0.1,0.5,99.9,99.5
84,108024,0.11849741542691576,0.0008690711313606606,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.04914160888671875,0.0024470600128173826,,0.1,0.5,99.9,99.5
85,109310,0.11636460958335484,0.0008447930379010285,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.051981871948242185,0.0024141779327392578,,0.1,0.5,99.9,99.5
86,110596,0.11869394204479354,0.0008367891445130249,,0.8991057542768274,4.621889580093312,99.10089424572317,95.37811041990669,0.05144644790649414,0.0025153277587890623,,0.1,0.5,99.9,99.5
87,111882,0.11496010723974248,0.0008303785398254869,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.051502046585083006,0.002618893280029297,,0.1,0.5,99.9,99.5
88,113168,0.12012301485052747,0.0008276291249513997,,0.8991057542768274,4.621889580093312,99.10089424572317,95.37811041990669,0.05016663909912109,0.0024727557373046874,,0.1,0.5,99.9,99.5
89,114454,0.11836455973273673,0.0009238186001221463,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.051282237014770506,0.002592045440673828,,0.1,0.5,99.9,99.5
90,115740,0.11727105625680594,0.0008002328650206096,,0.8991057542768274,4.6267496111975115,99.10089424572317,95.37325038880249,0.052971490783691406,0.0024633834075927733,,0.1,0.5,99.9,99.5
